pid,arrival_time,burst_time,priority,process_size,memory_usage,process_type,cpu_affinity
2520,0,32,10,993,201,2,0
2521,0,6,20,685,469,2,0
2522,0,13,36,117,387,2,0
2523,0,44,10,841,377,2,0
2524,0,36,36,864,161,3,0
2525,0,11,10,207,212,1,0
2526,0,45,10,112,186,0,0
2527,0,5,20,873,404,3,0
2528,0,29,36,971,321,0,0
2529,0,37,20,681,305,2,0
2530,0,16,36,214,373,1,0
2531,0,20,36,235,103,0,0
2532,0,11,36,421,84,0,0
2533,0,42,10,161,133,0,0
2534,0,44,20,251,139,0,0
2535,0,33,20,599,119,2,0
2536,0,46,36,119,431,0,0
2537,0,18,10,738,373,3,0
2538,0,40,20,656,381,3,0
2539,0,32,0,877,322,1,0
2540,0,29,20,821,423,1,0
2541,0,21,10,395,91,2,0
2542,0,34,0,370,482,0,0
2543,0,20,20,875,245,2,0
2544,0,12,0,116,378,2,0
2545,0,20,20,293,80,2,0
2546,0,31,10,283,92,1,0
2547,0,43,20,315,145,0,0
2548,0,25,20,708,358,2,0
2549,0,12,20,273,149,0,0
2550,0,36,10,436,116,1,0
2551,0,25,36,171,450,3,0
2552,0,29,36,532,349,0,0
2553,0,32,0,623,81,2,0
2554,0,30,0,916,370,3,0
2555,0,34,10,238,434,3,0
2556,0,8,20,862,137,2,0
2557,0,10,10,465,330,3,0
2558,0,7,0,838,141,0,0
2559,0,26,20,812,461,0,0
2560,0,48,11,137,412,3,0
2561,0,44,10,335,70,3,0
2562,0,11,36,210,464,2,0
2563,0,8,10,156,494,0,0
2564,0,31,36,103,465,0,0
2565,0,25,0,121,313,1,0
2566,0,13,0,763,201,0,0
2567,0,13,36,882,480,3,0
2568,0,5,10,943,314,1,0
2569,0,43,0,649,124,1,0
2570,0,49,36,486,204,3,0
2571,0,26,0,516,424,0,0
2572,0,23,0,275,485,3,0
2573,0,46,0,531,279,3,0
2574,0,27,0,297,246,0,0
2575,0,15,21,549,71,0,0
2576,0,21,0,111,501,2,0
2577,0,32,10,462,396,0,0
2578,0,15,20,297,277,3,0
2579,0,12,11,604,354,1,0
2580,0,10,10,465,115,0,0
2581,0,31,0,335,316,3,0
2582,0,31,36,625,101,0,0
2583,0,28,20,230,312,1,0
2584,0,15,20,816,264,0,0
2585,0,17,10,196,156,0,0
2586,0,11,0,559,459,0,0
2587,0,39,0,453,415,2,0
2588,0,41,20,595,270,0,0
2589,0,23,20,617,360,2,0
2590,0,15,10,305,457,1,0
2591,0,34,20,586,300,3,0
2592,0,11,10,986,213,1,0
2593,0,6,10,900,342,0,0
2594,0,34,10,325,456,1,0
2595,0,36,10,372,448,1,0
2596,0,17,10,744,433,3,0
2597,0,19,10,283,101,2,0
2598,0,26,0,584,312,2,0
2599,0,18,10,498,171,3,0
2600,0,45,10,390,437,0,0
2601,0,36,20,999,149,0,0
2602,0,39,36,398,435,3,0
2603,0,48,10,196,494,0,0
2604,0,39,10,244,237,0,0
2605,0,20,0,822,145,2,0
2606,0,45,20,865,421,0,0
2607,0,37,20,873,398,2,0
2608,0,46,10,532,405,3,0
2609,0,41,11,879,135,0,0
2610,0,39,20,989,360,1,0
2611,0,26,20,248,196,2,0
2612,0,45,0,372,148,0,0
2613,0,9,20,619,189,2,0
2614,0,24,0,923,284,1,0
2615,0,8,10,549,167,0,0
2616,0,6,36,601,118,3,0
2617,0,28,20,872,505,2,0
2618,0,35,10,128,327,3,0
2619,0,26,10,422,384,0,0
2620,0,22,20,470,127,0,0
2621,0,15,20,124,237,2,0
2622,0,17,20,483,389,0,0
2623,0,44,10,865,497,1,0
2624,0,38,10,496,459,2,0
2625,0,30,20,585,489,2,0
2626,0,38,0,983,488,2,0
2627,0,29,20,602,327,2,0
2628,0,24,0,402,290,2,0
2629,0,47,10,146,349,2,0
2630,0,29,36,882,75,1,0
2631,0,20,0,412,266,2,0
2632,0,31,10,283,296,3,0
2633,0,31,10,265,98,3,0
2634,0,45,10,316,336,0,0
2635,0,30,36,946,373,1,0
2636,0,39,10,153,109,2,0
2637,0,43,20,929,407,1,0
2638,0,44,10,380,297,3,0
2639,0,33,36,456,121,1,0
2640,0,35,2,866,221,0,0
2641,0,49,36,708,199,1,0
2642,0,42,36,333,468,0,0
2643,0,36,20,822,240,2,0
2644,0,43,36,169,203,0,0
2645,0,18,11,563,275,3,0
2646,0,11,0,567,231,2,0
2647,0,35,10,761,190,0,0
2648,0,40,10,465,169,2,0
2649,0,12,20,516,343,2,0
2650,0,46,10,245,194,0,0
2651,0,43,36,745,221,1,0
2652,0,25,0,757,171,3,0
2653,0,48,10,246,450,1,0
2654,0,33,20,210,471,0,0
2655,0,29,20,367,374,0,0
2656,0,39,20,628,114,2,0
2657,0,22,36,496,456,0,0
2658,0,41,20,257,362,2,0
2659,0,45,20,158,461,2,0
2660,0,47,0,447,232,3,0
2661,0,15,20,130,265,1,0
2662,0,47,20,517,102,3,0
2663,0,17,10,196,289,0,0
2664,0,9,10,359,163,2,0
2665,0,43,0,703,108,1,0
2666,0,16,0,596,138,2,0
2667,0,42,0,147,182,0,0
2668,0,43,0,551,304,1,0
2669,0,44,20,713,155,1,0
2670,0,36,45,576,158,1,0
2671,0,13,36,191,174,3,0
2672,0,41,10,589,218,3,0
2673,0,16,11,213,81,2,0
2674,0,42,10,565,199,2,0
2675,0,25,0,488,152,3,0
2676,0,46,10,533,183,2,0
2677,0,5,20,132,123,3,0
2678,0,39,0,514,83,2,0
2679,0,35,20,556,196,3,0
2680,0,43,36,463,218,0,0
2681,0,16,0,394,399,0,0
2682,0,19,0,278,334,0,0
2683,0,20,0,850,430,2,0
2684,0,28,20,469,204,3,0
2685,0,26,11,261,371,1,0
2686,0,48,36,758,179,0,0
2687,0,33,10,702,288,2,0
2688,0,10,36,872,252,1,0
2689,0,28,10,827,299,2,0
2690,0,18,20,523,392,3,0
2691,0,43,0,537,126,1,0
2692,0,28,0,658,83,2,0
2693,0,13,10,556,211,0,0
2694,0,28,36,113,426,0,0
2695,0,35,20,610,292,0,0
2696,0,33,36,107,143,0,0
2697,0,49,20,563,126,0,0
2698,0,30,10,154,451,2,0
2699,0,16,20,565,278,1,0
2700,0,26,20,107,220,3,0
2701,0,24,36,213,64,0,0
2702,0,32,20,474,332,1,0
2703,0,16,10,318,171,3,0
2704,0,49,20,958,384,2,0
2705,0,15,20,669,338,1,0
2706,0,26,10,171,511,1,0
2707,0,44,20,765,140,0,0
2708,0,37,36,665,162,2,0
2709,0,14,11,224,174,3,0
2710,0,8,10,727,270,0,0
2711,0,21,10,525,107,1,0
2712,0,30,10,735,113,2,0
2713,0,43,11,957,190,1,0
2714,0,14,10,282,296,0,0
2715,0,35,0,519,84,2,0
2716,0,33,10,211,219,1,0
2717,0,16,36,764,161,0,0
2718,0,35,0,945,253,0,0
2719,0,33,20,174,460,2,0
2720,0,17,10,813,126,0,0
2721,0,43,10,247,180,1,0
2722,0,18,11,249,388,2,0
2723,0,14,0,249,124,3,0
2724,0,10,0,662,252,2,0
2725,0,7,20,590,287,3,0
2726,0,11,10,407,109,3,0
2727,0,12,10,114,140,2,0
2728,0,46,10,463,229,2,0
2729,0,29,10,871,113,2,0
2730,0,36,10,221,155,0,0
2731,0,43,10,632,481,2,0
2732,0,47,0,766,351,0,0
2733,0,44,36,898,116,0,0
2734,0,17,10,207,64,2,0
2735,0,46,10,584,100,0,0
2736,0,38,20,588,457,2,0
2737,0,15,36,849,490,0,0
2738,0,13,20,663,413,0,0
2739,0,19,10,100,361,2,0
2740,0,39,36,974,175,2,0
2741,0,18,10,503,434,2,0
2742,0,44,20,180,193,3,0
2743,0,22,10,720,178,1,0
2744,0,30,20,940,400,0,0
2745,0,24,10,491,100,2,0
2746,0,11,10,452,253,2,0
2747,0,48,0,887,385,2,0
2748,0,45,20,959,337,2,0
2749,0,44,10,447,392,1,0
2750,0,41,36,118,496,3,0
2751,0,28,11,168,474,0,0
2752,0,29,11,493,103,0,0
2753,0,9,20,310,73,2,0
2754,0,8,36,442,401,0,0
2755,0,45,10,581,440,1,0
2756,0,43,20,247,500,0,0
2757,0,27,20,411,314,2,0
2758,0,34,20,960,469,2,0
2759,0,24,10,983,154,0,0
2760,0,21,36,258,100,1,0
2761,0,20,11,237,466,1,0
2762,0,22,10,266,404,0,0
2763,0,22,20,317,351,2,0
2764,0,20,10,256,236,0,0
2765,0,27,10,973,88,3,0
2766,0,8,0,122,182,0,0
2767,0,27,10,375,245,1,0
2768,0,32,36,931,257,2,0
2769,0,23,10,729,119,0,0
2770,0,14,20,660,451,0,0
2771,0,8,36,718,140,2,0
2772,0,13,10,776,375,2,0
2773,0,18,36,627,323,1,0
2774,0,19,0,486,116,1,0
2775,0,44,10,805,93,1,0
2776,0,26,20,763,87,2,0
2777,0,25,0,255,330,0,0
2778,0,10,10,480,434,0,0
2779,0,7,36,569,247,2,0
2780,0,40,10,175,94,2,0
2781,0,17,11,512,400,0,0
2782,0,18,0,217,306,3,0
2783,0,31,20,904,321,0,0
2784,0,30,36,237,444,3,0
2785,0,49,10,310,175,2,0
2786,0,26,20,448,186,3,0
2787,0,18,0,273,363,1,0
2788,0,12,36,325,190,3,0
2789,0,29,36,535,70,0,0
2790,0,25,36,397,308,0,0
2791,0,8,20,260,202,2,0
2792,0,40,36,236,436,2,0
2793,0,22,36,374,299,1,0
2794,0,48,10,666,387,3,0
2795,0,25,19,626,478,2,0
2796,0,46,0,787,132,0,0
2797,0,37,0,337,89,0,0
2798,0,23,10,339,276,1,0
2799,0,20,20,563,390,2,0
2800,0,43,10,275,317,0,0
2801,0,37,20,791,489,2,0
2802,0,49,11,730,262,2,0
2803,0,6,11,261,181,2,0
2804,0,43,20,937,487,2,0
2805,0,33,36,102,281,0,0
2806,0,29,36,215,244,0,0
2807,0,23,10,964,107,1,0
2808,0,22,20,610,171,3,0
2809,0,32,10,480,479,3,0
2810,0,25,20,395,360,1,0
2811,0,31,20,795,443,2,0
2812,0,24,0,255,461,2,0
2813,0,42,10,134,404,3,0
2814,0,46,0,273,208,0,0
2815,0,36,36,620,493,2,0
2816,0,45,36,724,157,3,0
2817,0,9,20,590,452,2,0
2818,0,40,36,317,125,3,0
2819,0,33,0,713,350,2,0
2820,0,7,2,762,317,3,0
2821,0,49,0,496,490,1,0
2822,0,9,10,654,387,3,0
2823,0,27,0,469,196,1,0
2824,0,16,36,695,357,2,0
2825,0,27,0,621,409,2,0
2826,0,47,36,181,144,0,0
2827,0,14,36,313,395,2,0
2828,0,46,0,768,265,0,0
2829,0,21,36,468,377,3,0
2830,0,28,20,266,121,1,0
2831,0,22,36,344,253,3,0
2832,0,39,0,140,304,0,0
2833,0,19,11,173,492,0,0
2834,0,47,0,151,312,3,0
2835,0,33,20,492,287,0,0
2836,0,13,10,135,191,0,0
2837,0,47,10,195,256,1,0
2838,0,20,10,440,88,0,0
2839,0,28,20,736,146,2,0
2840,0,34,36,334,392,0,0
2841,0,11,0,425,269,2,0
2842,0,24,10,250,354,0,0
2843,0,16,10,960,147,0,0
2844,0,9,36,430,401,2,0
2845,0,43,10,227,445,2,0
2846,0,23,10,515,378,1,0
2847,0,41,10,941,97,0,0
2848,0,36,10,344,416,3,0
2849,0,10,10,265,82,3,0
2850,0,15,0,240,332,0,0
2851,0,21,0,391,159,1,0
2852,0,20,0,853,98,1,0
2853,0,5,21,417,319,2,0
2854,0,7,0,786,300,0,0
2855,0,17,0,605,206,0,0
2856,0,27,20,936,287,0,0
2857,0,49,36,589,436,2,0
2858,0,49,36,938,471,2,0
2859,0,48,10,449,337,1,0
2860,0,10,0,164,139,3,0
2861,0,9,0,123,350,0,0
2862,0,17,10,600,140,0,0
2863,0,44,10,132,460,1,0
2864,0,6,20,915,408,2,0
2865,0,26,20,591,208,3,0
2866,0,39,0,897,411,1,0
2867,0,41,36,761,508,2,0
2868,0,6,0,723,472,2,0
2869,0,28,10,957,179,2,0
2870,0,12,36,823,239,3,0
2871,0,22,10,965,215,1,0
2872,0,11,20,259,246,2,0
2873,0,15,10,585,193,2,0
2874,0,16,10,655,261,0,0
2875,0,46,10,899,242,1,0
2876,0,21,20,243,248,1,0
2877,0,26,20,922,316,1,0
2878,0,48,10,452,505,2,0
2879,0,40,10,617,207,3,0
2880,0,31,10,408,441,3,0
2881,0,39,0,711,339,2,0
2882,0,35,2,873,148,0,0
2883,0,19,36,136,94,2,0
2884,0,44,0,793,307,1,0
2885,0,39,20,919,237,3,0
2886,0,28,0,838,403,3,0
2887,0,19,0,267,172,2,0
2888,0,40,0,660,234,0,0
2889,0,38,20,278,135,2,0
2890,0,39,0,917,421,1,0
2891,0,40,10,563,234,0,0
2892,0,21,10,321,150,1,0
2893,0,41,20,201,183,1,0
2894,0,29,36,946,415,2,0
2895,0,24,10,512,368,1,0
2896,0,38,20,947,392,2,0
2897,0,17,10,337,100,1,0
2898,0,18,10,705,460,0,0
2899,0,11,20,155,118,1,0
2900,0,27,0,370,172,2,0
2901,0,48,0,985,206,0,0
2902,0,17,11,852,115,0,0
2903,0,23,20,763,376,2,0
2904,0,43,20,771,127,2,0
2905,0,45,20,347,115,2,0
2906,0,12,20,461,505,3,0
2907,0,44,10,280,338,2,0
2908,0,12,20,474,259,1,0
2909,0,21,36,587,326,1,0
2910,0,43,10,844,421,1,0
2911,0,15,20,857,229,1,0
2912,0,5,10,379,345,1,0
2913,0,39,20,354,217,0,0
2914,0,17,36,601,459,3,0
2915,0,20,36,324,310,3,0
2916,0,21,11,832,128,1,0
2917,0,43,36,204,306,0,0
2918,0,17,10,595,260,2,0
2919,0,31,0,173,102,2,0
2920,0,12,36,974,369,2,0
2921,0,19,36,750,298,0,0
2922,0,24,10,271,183,1,0
2923,0,27,10,429,432,0,0
2924,0,31,36,129,283,3,0
2925,0,8,36,165,435,2,0
2926,0,30,0,177,420,3,0
2927,0,12,10,800,482,1,0
2928,0,28,20,903,340,0,0
2929,0,48,36,117,445,2,0
2930,0,42,10,656,472,2,0
2931,0,14,20,586,129,1,0
2932,0,27,10,214,201,2,0
2933,0,13,10,231,91,1,0
2934,0,35,0,216,312,0,0
2935,0,8,36,915,70,3,0
2936,0,12,36,559,306,0,0
2937,0,43,10,653,255,3,0
2938,0,10,0,243,250,2,0
2939,0,36,10,884,328,2,0
2940,0,16,11,358,366,1,0
2941,0,32,20,587,115,0,0
2942,0,34,0,174,397,2,0
2943,0,38,36,608,439,2,0
2944,0,18,11,959,128,2,0
2945,0,7,10,512,412,3,0
2946,0,15,20,926,85,1,0
2947,0,45,10,622,501,2,0
2948,0,38,20,901,114,0,0
2949,0,18,20,993,143,0,0
2950,0,14,10,765,295,2,0
2951,0,32,36,272,253,2,0
2952,0,14,10,381,428,2,0
2953,0,14,0,218,151,0,0
2954,0,37,10,521,274,1,0
2955,0,33,20,197,415,0,0
2956,0,6,36,392,101,2,0
2957,0,29,11,310,172,0,0
2958,0,41,20,529,142,1,0
2959,0,10,10,367,289,2,0
2960,0,18,10,635,260,0,0
2961,0,8,11,537,144,0,0
2962,0,26,36,115,364,0,0
2963,0,5,10,920,303,0,0
2964,0,31,36,149,310,2,0
2965,0,16,10,417,321,2,0
2966,0,25,0,430,255,2,0
2967,0,7,20,252,294,2,0
2968,0,28,0,427,257,3,0
2969,0,41,10,855,101,0,0
2970,0,38,10,658,358,0,0
2971,0,49,20,612,245,0,0
2972,0,41,10,856,379,1,0
2973,0,27,10,184,199,0,0
2974,0,22,10,308,115,2,0
2975,0,29,20,895,477,2,0
2976,0,31,0,163,270,3,0
2977,0,15,20,671,430,0,0
2978,0,28,20,466,186,0,0
2979,0,5,11,201,376,3,0
2980,0,15,20,309,256,2,0
2981,0,18,20,309,300,1,0
2982,0,40,0,892,345,2,0
2983,0,27,10,903,369,1,0
2984,0,23,10,120,140,1,0
2985,0,25,20,625,92,3,0
2986,0,14,11,913,413,2,0
2987,0,18,10,724,153,0,0
2988,0,25,10,315,183,0,0
2989,0,34,0,323,486,3,0
2990,0,47,10,214,137,3,0
2991,0,40,10,492,415,0,0
2992,0,29,20,297,246,3,0
2993,0,45,0,535,275,1,0
2994,0,40,20,879,372,0,0
2995,0,16,10,316,64,3,0
2996,0,36,20,389,478,0,0
2997,0,22,11,603,301,3,0
2998,0,11,10,904,137,0,0
2999,0,21,20,761,222,1,0
3000,0,34,36,197,151,1,0
3001,0,6,0,896,498,2,0
3002,0,24,0,623,226,1,0
3003,0,13,2,850,428,1,0
3004,0,49,20,395,431,1,0
3005,0,26,10,866,246,0,0
3006,0,7,36,390,337,0,0
3007,0,10,20,212,389,1,0
3008,0,6,0,891,203,3,0
3009,0,46,36,192,396,1,0
3010,0,34,20,816,232,2,0
3011,0,48,20,775,435,0,0
3012,0,31,20,451,369,1,0
3013,0,36,10,680,403,0,0
3014,0,29,10,124,455,0,0
3015,0,30,20,871,186,2,0
3016,0,46,10,157,404,1,0
3017,0,41,10,738,466,0,0
3018,0,14,0,498,165,1,0
3019,0,30,36,543,216,1,0
3020,0,23,11,219,195,3,0
3021,0,5,10,801,175,2,0
3022,0,31,0,329,225,2,0
3023,0,33,36,248,351,0,0
3024,0,46,0,330,398,1,0
3025,0,42,20,958,351,2,0
3026,0,29,0,704,273,0,0
3027,0,40,36,868,102,3,0
3028,0,33,10,351,386,1,0
3029,0,29,20,761,188,0,0
3030,0,18,10,599,384,1,0
3031,0,48,10,338,203,2,0
3032,0,31,0,137,290,3,0
3033,0,45,36,584,123,3,0
3034,0,47,10,459,217,2,0
3035,0,23,11,964,73,3,0
3036,0,33,20,595,235,1,0
3037,0,39,20,390,209,3,0
3038,0,7,10,254,275,1,0
3039,0,39,20,742,276,2,0
3040,0,5,20,319,433,2,0
3041,0,5,19,390,489,3,0
3042,0,37,20,709,445,2,0
3043,0,42,20,458,179,0,0
3044,0,46,0,543,186,2,0
3045,0,47,36,304,64,1,0
3046,0,6,10,589,246,3,0
3047,0,28,36,116,183,1,0
3048,0,28,20,226,149,0,0
3049,0,10,10,795,287,1,0
3050,0,5,0,644,194,0,0
3051,0,5,20,745,323,1,0
3052,0,35,36,786,242,0,0
3053,0,24,10,449,289,3,0
3054,0,16,36,927,140,3,0
3055,0,25,10,157,406,1,0
3056,0,27,20,840,133,0,0
3057,0,22,20,206,493,2,0
3058,0,40,20,965,96,3,0
3059,0,27,36,986,394,0,0
3060,0,48,0,961,143,1,0
3061,0,36,0,534,469,1,0
3062,0,47,10,140,280,3,0
3063,0,28,0,539,500,2,0
3064,0,44,10,862,141,0,0
3065,0,44,36,379,281,2,0
3066,0,18,10,943,372,1,0
3067,0,21,0,648,66,2,0
3068,0,16,0,778,142,1,0
3069,0,8,20,409,281,2,0
3070,0,18,10,654,153,3,0
3071,0,25,0,921,270,1,0
3072,0,17,0,958,294,2,0
3073,0,14,36,354,287,1,0
3074,0,13,0,413,338,3,0
3075,0,38,20,853,360,0,0
3076,0,10,10,488,370,2,0
3077,0,19,20,758,438,3,0
3078,0,11,36,693,236,2,0
3079,0,9,20,438,164,0,0
3080,0,17,0,954,106,0,0
3081,0,18,10,990,480,2,0
3082,0,34,0,985,148,1,0
3083,0,13,20,474,311,1,0
3084,0,16,0,531,490,1,0
3085,0,33,36,132,174,1,0
3086,0,36,0,956,386,2,0
3087,0,22,36,113,238,0,0
3088,0,44,36,175,331,0,0
3089,0,11,20,272,471,2,0
3090,0,37,0,880,247,1,0
3091,0,12,0,346,449,2,0
3092,0,38,0,507,449,0,0
3093,0,7,10,815,109,0,0
3094,0,45,20,312,433,2,0
3095,0,31,20,127,448,0,0
3096,0,7,36,215,313,3,0
3097,0,32,0,643,139,1,0
3098,0,15,0,242,415,0,0
3099,0,16,10,212,207,0,0
3100,0,18,20,440,431,2,0
3101,0,7,10,345,89,1,0
3102,0,39,0,397,339,1,0
3103,0,17,20,964,283,2,0
3104,0,17,10,795,210,1,0
3105,0,46,0,468,281,2,0
3106,0,43,20,899,109,1,0
3107,0,28,10,885,352,0,0
3108,0,25,10,840,476,0,0
3109,0,11,10,471,147,3,0
3110,0,30,0,755,173,1,0
3111,0,12,20,542,472,2,0
3112,0,34,36,543,250,1,0
3113,0,41,0,527,478,0,0
3114,0,11,36,805,363,0,0
3115,0,10,0,144,495,2,0
3116,0,30,11,366,379,2,0
3117,0,26,10,642,178,1,0
3118,0,15,0,776,308,2,0
3119,0,29,36,662,200,1,0
3120,0,34,10,433,331,1,0
3121,0,37,11,488,83,2,0
3122,0,42,10,210,479,0,0
3123,0,48,36,433,274,0,0
3124,0,15,0,311,322,3,0
3125,0,30,36,417,366,3,0
3126,0,7,20,952,289,3,0
3127,0,48,0,786,378,3,0
3128,0,21,36,152,262,1,0
3129,0,45,10,190,385,0,0
3130,0,10,0,610,314,1,0
3131,0,22,36,586,368,3,0
3132,0,35,10,613,104,1,0
3133,0,17,0,229,115,3,0
3134,0,22,0,299,247,3,0
3135,0,49,36,259,264,3,0
3136,0,12,36,162,441,0,0
3137,0,33,0,489,369,2,0
3138,0,18,20,927,366,3,0
3139,0,16,2,248,377,3,0
3140,0,48,10,657,135,3,0
3141,0,30,0,284,269,1,0
3142,0,37,11,277,367,0,0
3143,0,41,0,679,225,1,0
3144,0,48,36,979,371,0,0
3145,0,49,11,365,162,1,0
3146,0,22,36,957,101,0,0
3147,0,12,0,634,419,1,0
3148,0,28,36,417,110,1,0
3149,0,33,20,148,338,0,0
3150,0,18,0,260,420,2,0
3151,0,22,11,425,153,3,0
3152,0,20,10,576,434,0,0
3153,0,43,11,126,210,1,0
3154,0,34,20,433,420,1,0
3155,0,49,0,124,379,2,0
3156,0,42,10,268,351,0,0
3157,0,14,0,252,161,1,0
3158,0,7,20,108,280,3,0
3159,0,32,36,228,134,2,0
3160,0,34,36,804,223,2,0
3161,0,28,11,983,481,3,0
3162,0,38,0,817,211,1,0
3163,0,31,36,189,475,2,0
3164,0,15,10,522,116,2,0
3165,0,19,36,133,497,0,0
3166,0,12,0,174,257,0,0
3167,0,7,0,380,282,0,0
3168,0,44,10,355,196,2,0
3169,0,46,10,483,398,2,0
3170,0,5,10,951,441,1,0
3171,0,20,19,626,341,3,0
3172,0,44,36,166,444,2,0
3173,0,14,10,892,369,1,0
3174,0,33,10,440,398,1,0
3175,0,41,11,542,224,0,0
3176,0,46,36,988,445,0,0
3177,0,17,20,269,313,2,0
3178,0,20,20,192,291,3,0
3179,0,28,10,962,228,1,0
3180,0,5,36,519,497,0,0
3181,0,23,10,267,434,0,0
3182,0,41,20,731,98,0,0
3183,0,19,10,316,112,3,0
3184,0,36,10,703,105,1,0
3185,0,48,36,346,224,2,0
3186,0,48,20,162,354,3,0
3187,0,27,10,927,94,3,0
3188,0,44,0,818,378,1,0
3189,0,24,10,630,511,1,0
3190,0,10,36,565,93,3,0
3191,0,12,11,327,365,0,0
3192,0,46,10,298,304,3,0
3193,0,42,20,220,262,0,0
3194,0,32,10,506,156,0,0
3195,0,33,20,563,224,3,0
3196,0,13,10,138,145,0,0
3197,0,34,0,155,175,3,0
3198,0,22,36,193,104,0,0
3199,0,16,36,886,234,1,0
3200,0,28,10,189,78,3,0
3201,0,6,11,128,65,0,0
3202,0,44,20,168,437,0,0
3203,0,35,0,256,435,2,0
3204,0,31,10,604,207,2,0
3205,0,30,11,429,456,0,0
3206,0,35,0,129,470,3,0
3207,0,49,11,351,423,2,0
3208,0,41,20,918,349,0,0
3209,0,18,10,515,510,1,0
3210,0,34,10,782,116,3,0
3211,0,10,20,895,329,1,0
3212,0,13,11,954,130,3,0
3213,0,21,36,686,373,2,0
3214,0,23,10,858,402,1,0
3215,0,24,36,235,329,1,0
3216,0,18,20,982,444,2,0
3217,0,24,0,327,286,0,0
3218,0,7,2,590,251,1,0
3219,0,45,10,105,357,1,0
3220,0,18,10,782,222,0,0
3221,0,44,10,400,163,0,0
3222,0,39,10,812,508,2,0
3223,0,17,0,457,397,1,0
3224,0,13,20,964,307,0,0
3225,0,18,10,846,72,3,0
3226,0,13,10,988,186,3,0
3227,0,7,10,580,295,2,0
3228,0,36,0,471,430,0,0
3229,0,28,36,343,124,0,0
3230,0,23,0,926,312,3,0
3231,0,32,20,459,385,2,0
3232,0,28,10,377,501,2,0
3233,0,5,10,401,157,2,0
3234,0,40,10,481,210,3,0
3235,0,20,36,126,181,3,0
3236,0,31,10,208,350,1,0
3237,0,30,20,473,129,3,0
3238,0,8,0,217,419,0,0
3239,0,19,36,518,269,3,0
3240,0,6,10,171,199,3,0
3241,0,27,0,667,392,1,0
3242,0,36,10,405,177,0,0
3243,0,36,10,119,393,2,0
3244,0,9,0,723,470,0,0
3245,0,19,20,485,365,2,0
3246,0,36,10,683,88,2,0
3247,0,23,11,815,471,1,0
3248,0,16,10,937,105,0,0
3249,0,40,20,267,105,1,0
3250,0,28,10,287,141,1,0
3251,0,8,11,958,357,2,0
3252,0,47,36,589,177,2,0
3253,0,46,20,461,509,1,0
3254,0,35,0,597,374,2,0
3255,0,21,36,794,366,3,0
3256,0,27,10,453,347,2,0
3257,0,41,10,455,80,2,0
3258,0,22,0,571,204,3,0
3259,0,24,10,944,253,0,0
3260,0,15,20,402,444,2,0
3261,0,12,0,634,444,0,0
3262,0,19,10,163,294,1,0
3263,0,35,10,206,378,0,0
3264,0,43,11,619,183,0,0
3265,0,19,20,100,71,2,0
3266,0,6,11,701,352,0,0
3267,0,42,36,765,400,1,0
3268,0,6,10,828,185,1,0
3269,0,12,10,735,273,0,0
3270,0,27,10,331,110,1,0
3271,0,18,0,381,282,0,0
3272,0,17,10,837,458,0,0
3273,0,39,0,450,385,0,0
3274,0,44,20,798,336,2,0
3275,0,29,20,435,78,1,0
3276,0,28,36,229,333,2,0
3277,0,40,36,986,460,3,0
3278,0,19,10,195,490,1,0
3279,0,8,36,733,227,0,0
3280,0,47,0,598,139,0,0
3281,0,18,10,758,233,0,0
3282,0,15,10,383,186,2,0
3283,0,32,20,944,427,1,0
3284,0,16,20,911,467,0,0
3285,0,8,10,489,273,1,0
3286,0,37,36,737,166,3,0
3287,0,48,0,915,509,3,0
3288,0,29,10,500,369,1,0
3289,0,36,20,719,470,2,0
3290,0,31,11,242,492,2,0
3291,0,28,10,734,170,3,0
3292,0,16,10,585,199,1,0
3293,0,11,10,867,300,1,0
3294,0,44,10,943,456,0,0
3295,0,13,0,705,158,1,0
3296,0,36,10,214,211,1,0
3297,0,35,0,626,150,0,0
3298,0,27,11,855,454,1,0
3299,0,47,36,408,274,1,0
3300,0,33,36,225,125,3,0
3301,0,18,36,202,353,3,0
3302,0,33,36,310,306,0,0
3303,0,44,20,633,350,3,0
3304,0,49,36,509,111,1,0
3305,0,46,10,498,316,2,0
3306,0,35,0,455,79,3,0
3307,0,16,36,930,181,3,0
3308,0,44,10,494,380,2,0
3309,0,48,10,433,345,1,0
3310,0,45,10,409,156,0,0
3311,0,48,20,801,341,0,0
3312,0,41,20,711,250,1,0
3313,0,42,10,284,335,0,0
3314,0,26,20,245,491,1,0
3315,0,11,0,934,275,1,0
3316,0,29,20,115,326,1,0
3317,0,13,11,395,132,0,0
3318,0,35,10,231,155,1,0
3319,0,45,10,286,114,1,0
3320,0,24,20,382,380,1,0
3321,0,35,20,397,264,1,0
3322,0,37,0,932,74,0,0
3323,0,29,11,228,270,1,0
3324,0,25,0,387,187,2,0
3325,0,30,10,111,293,0,0
3326,0,34,0,593,277,0,0
3327,0,39,36,709,364,1,0
3328,0,5,0,777,203,2,0
3329,0,38,10,291,284,2,0
3330,0,47,36,521,366,0,0
3331,0,48,0,617,374,2,0
3332,0,33,10,700,510,2,0
3333,0,8,10,139,144,2,0
3334,0,44,10,324,420,2,0
3335,0,47,10,245,243,2,0
3336,0,22,20,858,505,1,0
3337,0,23,10,433,370,2,0
3338,0,25,10,478,307,2,0
3339,0,27,10,746,316,2,0
3340,0,32,0,285,349,3,0
